"competicion","pilotos","pos_final","para_box","año"
"Japanese Grand Prix","vergne",15,3,2013
"Japanese Grand Prix","resta",11,2,2013
"Japanese Grand Prix","ricciardo",14,3,2013
"Japanese Grand Prix","grosjean",8,2,2013
"Japanese Grand Prix","sutil",12,2,2013
"Japanese Grand Prix","gutierrez",16,2,2013
"Japanese Grand Prix","hamilton",4,1,2013
"Japanese Grand Prix","alonso",2,2,2013
"Japanese Grand Prix","maldonado",17,2,2013
"Japanese Grand Prix","perez",13,3,2013
"Japanese Grand Prix","hulkenberg",10,2,2013
"Indian Grand Prix","raikkonen",3,2,2013
"Indian Grand Prix","resta",10,2,2013
"Indian Grand Prix","maldonado",17,2,2013
"Indian Grand Prix","vettel",1,2,2013
"Indian Grand Prix","vergne",15,2,2013
"Indian Grand Prix","webber",5,2,2013
"Indian Grand Prix","rosberg",6,2,2013
"Indian Grand Prix","button",9,3,2013
"Indian Grand Prix","bottas",18,2,2013
"Indian Grand Prix","chilton",22,2,2013
"Indian Grand Prix","massa",8,2,2013
"Indian Grand Prix","ricciardo",14,2,2013
"Indian Grand Prix","grosjean",7,1,2013
"Indian Grand Prix","alonso",2,3,2013
"Indian Grand Prix","pic",20,2,2013
"Indian Grand Prix","jules_bianchi",19,2,2013
"Indian Grand Prix","gutierrez",16,3,2013
"Indian Grand Prix","hulkenberg",11,3,2013
"Indian Grand Prix","sutil",13,1,2013
"Indian Grand Prix","perez",12,2,2013
"Indian Grand Prix","hamilton",4,2,2013
"Abu Dhabi Grand Prix","resta",10,1,2013
"Abu Dhabi Grand Prix","maldonado",17,2,2013
"Abu Dhabi Grand Prix","garde",21,2,2013
"Abu Dhabi Grand Prix","vettel",1,2,2013
"Abu Dhabi Grand Prix","massa",8,2,2013
"Abu Dhabi Grand Prix","ricciardo",14,2,2013
"Abu Dhabi Grand Prix","hulkenberg",11,3,2013
"Abu Dhabi Grand Prix","chilton",22,2,2013
"Abu Dhabi Grand Prix","button",9,2,2013
"Abu Dhabi Grand Prix","hamilton",4,2,2013
"Abu Dhabi Grand Prix","rosberg",6,2,2013
"Abu Dhabi Grand Prix","pic",20,2,2013
"Abu Dhabi Grand Prix","webber",5,2,2013
"Abu Dhabi Grand Prix","jules_bianchi",19,2,2013
"Abu Dhabi Grand Prix","alonso",2,2,2013
"Abu Dhabi Grand Prix","perez",12,2,2013
"Abu Dhabi Grand Prix","grosjean",7,2,2013
"Abu Dhabi Grand Prix","bottas",18,2,2013
"Abu Dhabi Grand Prix","sutil",13,1,2013
"Abu Dhabi Grand Prix","vergne",15,2,2013
"Abu Dhabi Grand Prix","gutierrez",16,2,2013
"United States Grand Prix","maldonado",18,1,2013
"United States Grand Prix","rosberg",6,1,2013
"United States Grand Prix","hulkenberg",11,1,2013
"United States Grand Prix","bottas",17,1,2013
"United States Grand Prix","hamilton",3,1,2013
"United States Grand Prix","gutierrez",16,2,2013
"United States Grand Prix","resta",10,2,2013
"United States Grand Prix","massa",8,2,2013
"United States Grand Prix","pic",20,2,2013
"United States Grand Prix","vergne",15,1,2013
"United States Grand Prix","perez",12,1,2013
"United States Grand Prix","alonso",2,1,2013
"United States Grand Prix","ricciardo",14,1,2013
"United States Grand Prix","chilton",22,2,2013
"United States Grand Prix","jules_bianchi",19,1,2013
"United States Grand Prix","vettel",1,1,2013
"United States Grand Prix","webber",5,1,2013
"United States Grand Prix","button",9,1,2013
"United States Grand Prix","grosjean",7,1,2013
"United States Grand Prix","garde",21,1,2013
"United States Grand Prix","kovalainen",23,2,2013
"Brazilian Grand Prix","resta",12,2,2013
"Brazilian Grand Prix","kovalainen",22,2,2013
"Brazilian Grand Prix","pic",20,1,2013
"Brazilian Grand Prix","ricciardo",14,2,2013
"Brazilian Grand Prix","massa",8,3,2013
"Brazilian Grand Prix","button",9,2,2013
"Brazilian Grand Prix","hamilton",4,3,2013
"Brazilian Grand Prix","webber",3,2,2013
"Brazilian Grand Prix","rosberg",6,2,2013
"Brazilian Grand Prix","bottas",17,2,2013
"Brazilian Grand Prix","hulkenberg",10,2,2013
"Brazilian Grand Prix","gutierrez",16,2,2013
"Brazilian Grand Prix","garde",21,3,2013
"Brazilian Grand Prix","maldonado",18,2,2013
"Brazilian Grand Prix","sutil",13,3,2013
"Brazilian Grand Prix","jules_bianchi",19,2,2013
"Brazilian Grand Prix","alonso",2,2,2013
"Brazilian Grand Prix","vergne",15,3,2013
"Brazilian Grand Prix","chilton",23,3,2013
"Brazilian Grand Prix","perez",11,2,2013
"Brazilian Grand Prix","vettel",1,2,2013
"Australian Grand Prix","hulkenberg",6,2,2014
"Australian Grand Prix","vergne",8,2,2014
"Australian Grand Prix","raikkonen",7,2,2014
"Australian Grand Prix","gutierrez",12,2,2014
"Australian Grand Prix","perez",10,3,2014
"Australian Grand Prix","button",3,2,2014
"Australian Grand Prix","alonso",4,2,2014
"Australian Grand Prix","ricciardo",22,2,2014
"Australian Grand Prix","kevin_magnussen",2,2,2014
"Australian Grand Prix","rosberg",1,2,2014
"Australian Grand Prix","ericsson",17,1,2014
"Australian Grand Prix","chilton",13,2,2014
"Australian Grand Prix","kvyat",9,2,2014
"Australian Grand Prix","sutil",11,1,2014
"Australian Grand Prix","maldonado",16,1,2014
"Australian Grand Prix","grosjean",15,2,2014
"Australian Grand Prix","jules_bianchi",14,2,2014
"Australian Grand Prix","bottas",5,2,2014
"Malaysian Grand Prix","hulkenberg",6,2,2014
"Malaysian Grand Prix","ericsson",19,3,2014
"Malaysian Grand Prix","hamilton",2,3,2014
"Malaysian Grand Prix","sutil",15,2,2014
"Malaysian Grand Prix","rosberg",1,3,2014
"Malaysian Grand Prix","kevin_magnussen",5,3,2014
"Malaysian Grand Prix","kvyat",12,3,2014
"Malaysian Grand Prix","vergne",11,2,2014
"Malaysian Grand Prix","alonso",3,3,2014
"Malaysian Grand Prix","chilton",17,3,2014
"Malaysian Grand Prix","massa",10,3,2014
"Malaysian Grand Prix","bottas",8,3,2014
"Malaysian Grand Prix","gutierrez",16,2,2014
"Malaysian Grand Prix","raikkonen",9,3,2014
"Malaysian Grand Prix","button",4,3,2014
"Malaysian Grand Prix","ricciardo",22,5,2014
"Malaysian Grand Prix","vettel",7,3,2014
"Malaysian Grand Prix","grosjean",14,3,2014
"Malaysian Grand Prix","kobayashi",18,2,2014
"Malaysian Grand Prix","jules_bianchi",20,1,2014
"Bahrain Grand Prix","alonso",4,3,2014
"Bahrain Grand Prix","kobayashi",19,2,2014
"Bahrain Grand Prix","ricciardo",10,2,2014
"Bahrain Grand Prix","ericsson",21,2,2014
"Bahrain Grand Prix","perez",9,2,2014
"Bahrain Grand Prix","rosberg",1,2,2014
"Bahrain Grand Prix","raikkonen",12,3,2014
"Bahrain Grand Prix","maldonado",20,4,2014
"Bahrain Grand Prix","kvyat",14,3,2014
"Bahrain Grand Prix","chilton",18,3,2014
"Bahrain Grand Prix","grosjean",15,3,2014
"Bahrain Grand Prix","vergne",13,2,2014
"Bahrain Grand Prix","vettel",6,2,2014
"Bahrain Grand Prix","button",5,2,2014
"Bahrain Grand Prix","kevin_magnussen",7,3,2014
"Bahrain Grand Prix","gutierrez",17,2,2014
"Bahrain Grand Prix","hulkenberg",3,2,2014
"Bahrain Grand Prix","massa",11,3,2014
"Bahrain Grand Prix","jules_bianchi",22,5,2014
"Bahrain Grand Prix","sutil",16,2,2014
"Bahrain Grand Prix","hamilton",2,2,2014
"Bahrain Grand Prix","bottas",8,3,2014
"Chinese Grand Prix","ricciardo",6,2,2014
"Chinese Grand Prix","alonso",3,2,2014
"Chinese Grand Prix","vergne",13,2,2014
"Chinese Grand Prix","ericsson",21,3,2014
"Chinese Grand Prix","perez",10,2,2014
"Chinese Grand Prix","bottas",7,2,2014
"Chinese Grand Prix","jules_bianchi",22,2,2014
"Chinese Grand Prix","maldonado",20,2,2014
"Chinese Grand Prix","vettel",5,2,2014
"Chinese Grand Prix","rosberg",1,2,2014
"Chinese Grand Prix","chilton",18,3,2014
"Chinese Grand Prix","kobayashi",19,3,2014
"Chinese Grand Prix","hulkenberg",4,2,2014
"Chinese Grand Prix","massa",11,2,2014
"Chinese Grand Prix","kvyat",14,2,2014
"Chinese Grand Prix","hamilton",2,2,2014
"Chinese Grand Prix","raikkonen",12,2,2014
"Chinese Grand Prix","grosjean",15,1,2014
"Chinese Grand Prix","gutierrez",17,3,2014
"Chinese Grand Prix","button",8,2,2014
"Chinese Grand Prix","kevin_magnussen",9,2,2014
"Spanish Grand Prix","ricciardo",5,2,2014
"Spanish Grand Prix","vettel",4,3,2014
"Spanish Grand Prix","ericsson",21,2,2014
"Spanish Grand Prix","vergne",14,1,2014
"Spanish Grand Prix","maldonado",20,2,2014
"Spanish Grand Prix","kvyat",15,3,2014
"Spanish Grand Prix","sutil",16,2,2014
"Spanish Grand Prix","hulkenberg",6,2,2014
"Spanish Grand Prix","perez",10,2,2014
"Spanish Grand Prix","alonso",3,3,2014
"Spanish Grand Prix","rosberg",2,2,2014
"Spanish Grand Prix","kobayashi",19,1,2014
"Spanish Grand Prix","button",8,2,2014
"Spanish Grand Prix","bottas",7,2,2014
"Spanish Grand Prix","gutierrez",17,3,2014
"Spanish Grand Prix","kevin_magnussen",9,2,2014
"Spanish Grand Prix","massa",12,3,2014
"Spanish Grand Prix","jules_bianchi",22,2,2014
"Spanish Grand Prix","hamilton",1,2,2014
"Spanish Grand Prix","chilton",18,3,2014
"Spanish Grand Prix","grosjean",13,2,2014
"Spanish Grand Prix","raikkonen",11,2,2014
"Monaco Grand Prix","vettel",6,1,2014
"Monaco Grand Prix","vergne",14,2,2014
"Monaco Grand Prix","ricciardo",4,1,2014
"Monaco Grand Prix","bottas",7,1,2014
"Monaco Grand Prix","alonso",3,1,2014
"Monaco Grand Prix","gutierrez",19,1,2014
"Monaco Grand Prix","ericsson",17,2,2014
"Monaco Grand Prix","raikkonen",12,3,2014
"Monaco Grand Prix","button",8,1,2014
"Monaco Grand Prix","kobayashi",21,2,2014
"Monaco Grand Prix","hulkenberg",5,1,2014
"Monaco Grand Prix","rosberg",1,1,2014
"Monaco Grand Prix","jules_bianchi",16,1,2014
"Monaco Grand Prix","kevin_magnussen",9,1,2014
"Monaco Grand Prix","sutil",18,1,2014
"Monaco Grand Prix","chilton",20,3,2014
"Monaco Grand Prix","hamilton",2,1,2014
"Monaco Grand Prix","grosjean",13,2,2014
"Monaco Grand Prix","massa",11,1,2014
"Canadian Grand Prix","button",7,2,2014
"Canadian Grand Prix","ricciardo",3,2,2014
"Canadian Grand Prix","perez",10,1,2014
"Canadian Grand Prix","vergne",14,2,2014
"Canadian Grand Prix","gutierrez",19,3,2014
"Canadian Grand Prix","rosberg",1,2,2014
"Canadian Grand Prix","vettel",5,2,2014
"Canadian Grand Prix","grosjean",13,2,2014
"Canadian Grand Prix","kevin_magnussen",9,2,2014
"Canadian Grand Prix","sutil",17,2,2014
"Canadian Grand Prix","bottas",8,2,2014
"Canadian Grand Prix","kvyat",15,2,2014
"Canadian Grand Prix","hamilton",2,2,2014
"Canadian Grand Prix","hulkenberg",6,1,2014
"Canadian Grand Prix","raikkonen",12,2,2014
"Canadian Grand Prix","massa",11,2,2014
"Canadian Grand Prix","alonso",4,2,2014
"Austrian Grand Prix","ricciardo",3,2,2014
"Austrian Grand Prix","vergne",14,2,2014
"Austrian Grand Prix","maldonado",19,2,2014
"Austrian Grand Prix","button",8,2,2014
"Austrian Grand Prix","ericsson",18,2,2014
"Austrian Grand Prix","hulkenberg",6,2,2014
"Austrian Grand Prix","vettel",5,2,2014
"Austrian Grand Prix","massa",9,2,2014
"Austrian Grand Prix","jules_bianchi",16,1,2014
"Austrian Grand Prix","kvyat",15,1,2014
"Austrian Grand Prix","kobayashi",22,1,2014
"Austrian Grand Prix","perez",11,2,2014
"Austrian Grand Prix","sutil",17,2,2014
"Austrian Grand Prix","gutierrez",20,3,2014
"Austrian Grand Prix","alonso",4,2,2014
"Austrian Grand Prix","kevin_magnussen",10,2,2014
"Austrian Grand Prix","hamilton",2,2,2014
"Austrian Grand Prix","grosjean",13,2,2014
"Austrian Grand Prix","bottas",7,2,2014
"Austrian Grand Prix","rosberg",1,2,2014
"Austrian Grand Prix","chilton",21,1,2014
"Austrian Grand Prix","raikkonen",12,2,2014
"British Grand Prix","sutil",17,1,2014
"British Grand Prix","vettel",6,2,2014
"British Grand Prix","hamilton",2,2,2014
"British Grand Prix","bottas",5,1,2014
"British Grand Prix","maldonado",19,1,2014
"British Grand Prix","perez",11,1,2014
"British Grand Prix","rosberg",1,1,2014
"British Grand Prix","vergne",13,1,2014
"British Grand Prix","alonso",4,1,2014
"British Grand Prix","kobayashi",22,2,2014
"British Grand Prix","chilton",21,3,2014
"British Grand Prix","button",8,1,2014
"British Grand Prix","ricciardo",3,1,2014
"British Grand Prix","grosjean",14,1,2014
"British Grand Prix","jules_bianchi",16,1,2014
"British Grand Prix","hulkenberg",7,1,2014
"British Grand Prix","kvyat",15,2,2014
"British Grand Prix","kevin_magnussen",9,1,2014
"German Grand Prix","grosjean",14,1,2014
"German Grand Prix","chilton",21,3,2014
"German Grand Prix","alonso",4,3,2014
"German Grand Prix","perez",11,3,2014
"German Grand Prix","ericsson",18,3,2014
"German Grand Prix","bottas",5,2,2014
"German Grand Prix","vettel",6,3,2014
"German Grand Prix","rosberg",1,2,2014
"German Grand Prix","vergne",13,3,2014
"German Grand Prix","raikkonen",12,3,2014
"German Grand Prix","jules_bianchi",16,2,2014
"German Grand Prix","hamilton",2,3,2014
"German Grand Prix","sutil",17,3,2014
"German Grand Prix","kvyat",15,2,2014
"German Grand Prix","kobayashi",22,3,2014
"German Grand Prix","kevin_magnussen",9,3,2014
"German Grand Prix","ricciardo",3,3,2014
"German Grand Prix","maldonado",19,2,2014
"German Grand Prix","hulkenberg",7,2,2014
"German Grand Prix","button",8,3,2014
"German Grand Prix","gutierrez",20,3,2014
"Hungarian Grand Prix","rosberg",1,3,2014
"Hungarian Grand Prix","chilton",21,2,2014
"Hungarian Grand Prix","hamilton",2,2,2014
"Hungarian Grand Prix","raikkonen",12,2,2014
"Hungarian Grand Prix","sutil",17,2,2014
"Hungarian Grand Prix","kvyat",15,2,2014
"Hungarian Grand Prix","massa",9,3,2014
"Hungarian Grand Prix","grosjean",14,1,2014
"Hungarian Grand Prix","jules_bianchi",16,3,2014
"Hungarian Grand Prix","kevin_magnussen",10,2,2014
"Hungarian Grand Prix","vergne",13,2,2014
"Hungarian Grand Prix","perez",11,1,2014
"Hungarian Grand Prix","vettel",6,2,2014
"Hungarian Grand Prix","hulkenberg",7,1,2014
"Hungarian Grand Prix","alonso",4,2,2014
"Hungarian Grand Prix","kobayashi",22,1,2014
"Hungarian Grand Prix","bottas",5,3,2014
"Hungarian Grand Prix","maldonado",19,3,2014
"Hungarian Grand Prix","gutierrez",20,1,2014
"Hungarian Grand Prix","ricciardo",3,3,2014
"Hungarian Grand Prix","button",8,3,2014
"Belgian Grand Prix","bottas",5,2,2014
"Belgian Grand Prix","sutil",17,3,2014
"Belgian Grand Prix","hamilton",2,3,2014
"Belgian Grand Prix","jules_bianchi",16,2,2014
"Belgian Grand Prix","grosjean",14,3,2014
"Belgian Grand Prix","massa",9,3,2014
"Belgian Grand Prix","kevin_magnussen",11,2,2014
"Belgian Grand Prix","kvyat",15,2,2014
"Belgian Grand Prix","vettel",6,3,2014
"Belgian Grand Prix","chilton",21,2,2014
"Belgian Grand Prix","alonso",4,2,2014
"Belgian Grand Prix","vergne",13,2,2014
"Belgian Grand Prix","hulkenberg",7,2,2014
"Belgian Grand Prix","raikkonen",10,2,2014
"Belgian Grand Prix","rosberg",1,3,2014
"Belgian Grand Prix","ericsson",18,2,2014
"Belgian Grand Prix","perez",12,2,2014
"Belgian Grand Prix","button",8,2,2014
"Belgian Grand Prix","gutierrez",20,2,2014
"Belgian Grand Prix","ricciardo",3,2,2014
"Italian Grand Prix","kevin_magnussen",12,1,2014
"Italian Grand Prix","vettel",6,1,2014
"Italian Grand Prix","sutil",17,1,2014
"Italian Grand Prix","bottas",4,1,2014
"Italian Grand Prix","rosberg",1,1,2014
"Italian Grand Prix","maldonado",19,1,2014
"Italian Grand Prix","kvyat",15,1,2014
"Italian Grand Prix","ericsson",18,1,2014
"Italian Grand Prix","alonso",5,1,2014
"Italian Grand Prix","ricciardo",3,1,2014
"Italian Grand Prix","jules_bianchi",16,1,2014
"Italian Grand Prix","perez",11,1,2014
"Italian Grand Prix","massa",9,1,2014
"Italian Grand Prix","grosjean",14,1,2014
"Italian Grand Prix","hulkenberg",8,1,2014
"Italian Grand Prix","hamilton",2,1,2014
"Italian Grand Prix","gutierrez",20,3,2014
"Italian Grand Prix","kobayashi",22,1,2014
"Italian Grand Prix","button",7,1,2014
"Italian Grand Prix","vergne",13,1,2014
"Italian Grand Prix","raikkonen",10,1,2014
"Singapore Grand Prix","kevin_magnussen",12,3,2014
"Singapore Grand Prix","vettel",5,2,2014
"Singapore Grand Prix","perez",10,4,2014
"Singapore Grand Prix","bottas",6,2,2014
"Singapore Grand Prix","vergne",13,3,2014
"Singapore Grand Prix","button",7,2,2014
"Singapore Grand Prix","raikkonen",11,3,2014
"Singapore Grand Prix","maldonado",19,4,2014
"Singapore Grand Prix","kvyat",15,3,2014
"Singapore Grand Prix","ricciardo",3,2,2014
"Singapore Grand Prix","alonso",4,3,2014
"Singapore Grand Prix","sutil",17,3,2014
"Singapore Grand Prix","hulkenberg",8,3,2014
"Singapore Grand Prix","grosjean",14,3,2014
"Singapore Grand Prix","gutierrez",20,1,2014
"Singapore Grand Prix","chilton",21,3,2014
"Singapore Grand Prix","hamilton",1,3,2014
"Singapore Grand Prix","jules_bianchi",16,3,2014
"Singapore Grand Prix","ericsson",18,2,2014
"Singapore Grand Prix","massa",9,2,2014
"Japanese Grand Prix","vettel",4,3,2014
"Japanese Grand Prix","rosberg",2,3,2014
"Japanese Grand Prix","kvyat",15,4,2014
"Japanese Grand Prix","ricciardo",3,3,2014
"Japanese Grand Prix","perez",10,4,2014
"Japanese Grand Prix","raikkonen",11,5,2014
"Japanese Grand Prix","maldonado",19,4,2014
"Japanese Grand Prix","alonso",5,1,2014
"Japanese Grand Prix","kevin_magnussen",12,5,2014
"Japanese Grand Prix","vergne",13,3,2014
"Japanese Grand Prix","chilton",21,3,2014
"Japanese Grand Prix","hulkenberg",8,4,2014
"Japanese Grand Prix","gutierrez",20,3,2014
"Japanese Grand Prix","button",7,4,2014
"Japanese Grand Prix","sutil",17,4,2014
"Japanese Grand Prix","jules_bianchi",16,3,2014
"Japanese Grand Prix","ericsson",18,4,2014
"Japanese Grand Prix","kobayashi",22,5,2014
"Japanese Grand Prix","hamilton",1,3,2014
"Japanese Grand Prix","massa",9,3,2014
"Japanese Grand Prix","bottas",6,3,2014
"Japanese Grand Prix","grosjean",14,5,2014
"Russian Grand Prix","kevin_magnussen",10,1,2014
"Russian Grand Prix","ricciardo",3,1,2014
"Russian Grand Prix","raikkonen",12,1,2014
"Russian Grand Prix","kvyat",15,2,2014
"Russian Grand Prix","rosberg",2,1,2014
"Russian Grand Prix","vettel",5,1,2014
"Russian Grand Prix","maldonado",19,1,2014
"Russian Grand Prix","grosjean",14,1,2014
"Russian Grand Prix","hamilton",1,1,2014
"Russian Grand Prix","chilton",21,1,2014
"Russian Grand Prix","ricciardo",3,1,2014
"Russian Grand Prix","perez",11,1,2014
"Russian Grand Prix","hulkenberg",8,1,2014
"Russian Grand Prix","alonso",6,1,2014
"Russian Grand Prix","vergne",13,1,2014
"Russian Grand Prix","sutil",17,1,2014
"Russian Grand Prix","ericsson",18,2,2014
"Russian Grand Prix","massa",9,2,2014
"Russian Grand Prix","button",7,1,2014
"Russian Grand Prix","bottas",4,1,2014
"Russian Grand Prix","gutierrez",20,1,2014
"United States Grand Prix","grosjean",14,2,2014
"United States Grand Prix","raikkonen",12,3,2014
"United States Grand Prix","vettel",5,4,2014
"United States Grand Prix","kevin_magnussen",10,2,2014
"United States Grand Prix","maldonado",16,2,2014
"United States Grand Prix","hulkenberg",9,1,2014
"United States Grand Prix","alonso",6,2,2014
"United States Grand Prix","massa",8,2,2014
"United States Grand Prix","rosberg",2,2,2014
"United States Grand Prix","gutierrez",20,3,2014
"United States Grand Prix","button",7,2,2014
"United States Grand Prix","hamilton",1,2,2014
"United States Grand Prix","bottas",4,2,2014
"United States Grand Prix","vergne",13,2,2014
"United States Grand Prix","kvyat",15,3,2014
"United States Grand Prix","ricciardo",3,2,2014
"Brazilian Grand Prix","perez",12,3,2014
"Brazilian Grand Prix","ricciardo",3,2,2014
"Brazilian Grand Prix","vergne",13,3,2014
"Brazilian Grand Prix","vettel",4,3,2014
"Brazilian Grand Prix","hamilton",1,3,2014
"Brazilian Grand Prix","grosjean",14,3,2014
"Brazilian Grand Prix","bottas",6,3,2014
"Brazilian Grand Prix","hulkenberg",9,3,2014
"Brazilian Grand Prix","kevin_magnussen",10,3,2014
"Brazilian Grand Prix","rosberg",2,3,2014
"Brazilian Grand Prix","maldonado",16,3,2014
"Brazilian Grand Prix","kvyat",15,3,2014
"Brazilian Grand Prix","massa",8,3,2014
"Brazilian Grand Prix","gutierrez",20,3,2014
"Brazilian Grand Prix","button",7,3,2014
"Brazilian Grand Prix","alonso",5,3,2014
"Brazilian Grand Prix","raikkonen",11,2,2014
"Brazilian Grand Prix","sutil",18,3,2014
"Abu Dhabi Grand Prix","vergne",13,3,2014
"Abu Dhabi Grand Prix","perez",10,2,2014
"Abu Dhabi Grand Prix","hamilton",1,2,2014
"Abu Dhabi Grand Prix","massa",7,2,2014
"Abu Dhabi Grand Prix","gutierrez",20,2,2014
"Abu Dhabi Grand Prix","kobayashi",22,2,2014
"Abu Dhabi Grand Prix","bottas",4,2,2014
"Abu Dhabi Grand Prix","button",8,2,2014
"Abu Dhabi Grand Prix","hulkenberg",9,2,2014
"Abu Dhabi Grand Prix","stevens",23,2,2014
"Abu Dhabi Grand Prix","kevin_magnussen",11,2,2014
"Abu Dhabi Grand Prix","rosberg",2,2,2014
"Abu Dhabi Grand Prix","sutil",18,3,2014
"Abu Dhabi Grand Prix","maldonado",16,1,2014
"Abu Dhabi Grand Prix","grosjean",14,3,2014
"Abu Dhabi Grand Prix","raikkonen",12,2,2014
"Abu Dhabi Grand Prix","kvyat",15,1,2014
"Abu Dhabi Grand Prix","alonso",6,2,2014
"Australian Grand Prix","raikkonen",12,2,2015
"Australian Grand Prix","nasr",5,1,2015
"Australian Grand Prix","max_verstappen",13,1,2015
"Australian Grand Prix","hulkenberg",7,2,2015
"Australian Grand Prix","perez",10,1,2015
"Australian Grand Prix","sainz",9,1,2015
"Australian Grand Prix","ericsson",8,3,2015
"Australian Grand Prix","massa",4,1,2015
"Australian Grand Prix","ricciardo",6,1,2015
"Australian Grand Prix","rosberg",2,1,2015
"Australian Grand Prix","vettel",3,1,2015
"Australian Grand Prix","button",11,1,2015
"Australian Grand Prix","hamilton",1,1,2015
"Malaysian Grand Prix","merhi",17,3,2015
"Malaysian Grand Prix","ricciardo",8,3,2015
"Malaysian Grand Prix","perez",14,2,2015
"Malaysian Grand Prix","raikkonen",5,3,2015
"Malaysian Grand Prix","max_verstappen",10,3,2015
"Malaysian Grand Prix","alonso",20,1,2015
"Malaysian Grand Prix","hulkenberg",9,3,2015
"Malaysian Grand Prix","bottas",7,3,2015
"Malaysian Grand Prix","button",16,3,2015
"Malaysian Grand Prix","hamilton",1,3,2015
"Malaysian Grand Prix","sainz",11,2,2015
"Malaysian Grand Prix","maldonado",18,3,2015
"Malaysian Grand Prix","rosberg",3,3,2015
"Malaysian Grand Prix","grosjean",15,3,2015
"Malaysian Grand Prix","nasr",6,4,2015
"Malaysian Grand Prix","kvyat",13,3,2015
"Malaysian Grand Prix","vettel",2,2,2015
"Malaysian Grand Prix","massa",4,3,2015
"Chinese Grand Prix","max_verstappen",11,2,2015
"Chinese Grand Prix","maldonado",20,3,2015
"Chinese Grand Prix","rosberg",3,2,2015
"Chinese Grand Prix","bottas",6,2,2015
"Chinese Grand Prix","nasr",7,2,2015
"Chinese Grand Prix","stevens",19,2,2015
"Chinese Grand Prix","merhi",18,2,2015
"Chinese Grand Prix","sainz",12,2,2015
"Chinese Grand Prix","alonso",17,2,2015
"Chinese Grand Prix","raikkonen",5,2,2015
"Chinese Grand Prix","hamilton",1,2,2015
"Chinese Grand Prix","vettel",2,2,2015
"Chinese Grand Prix","ericsson",13,2,2015
"Chinese Grand Prix","ricciardo",8,2,2015
"Chinese Grand Prix","button",16,2,2015
"Chinese Grand Prix","perez",15,3,2015
"Chinese Grand Prix","grosjean",9,2,2015
"Chinese Grand Prix","massa",4,2,2015
"Bahrain Grand Prix","kvyat",15,2,2015
"Bahrain Grand Prix","rosberg",2,2,2015
"Bahrain Grand Prix","ericsson",14,3,2015
"Bahrain Grand Prix","max_verstappen",11,2,2015
"Bahrain Grand Prix","raikkonen",4,2,2015
"Bahrain Grand Prix","alonso",16,2,2015
"Bahrain Grand Prix","bottas",6,2,2015
"Bahrain Grand Prix","nasr",8,3,2015
"Bahrain Grand Prix","merhi",18,2,2015
"Bahrain Grand Prix","hulkenberg",10,3,2015
"Bahrain Grand Prix","perez",13,2,2015
"Bahrain Grand Prix","stevens",19,2,2015
"Bahrain Grand Prix","ricciardo",7,2,2015
"Bahrain Grand Prix","maldonado",20,3,2015
"Bahrain Grand Prix","vettel",3,3,2015
"Bahrain Grand Prix","massa",5,2,2015
"Bahrain Grand Prix","hamilton",1,2,2015
"Bahrain Grand Prix","grosjean",9,2,2015
"Bahrain Grand Prix","sainz",12,2,2015
"Spanish Grand Prix","bottas",5,2,2015
"Spanish Grand Prix","max_verstappen",11,2,2015
"Spanish Grand Prix","ericsson",14,2,2015
"Spanish Grand Prix","merhi",18,3,2015
"Spanish Grand Prix","vettel",3,2,2015
"Spanish Grand Prix","grosjean",8,2,2015
"Spanish Grand Prix","nasr",9,2,2015
"Spanish Grand Prix","raikkonen",4,2,2015
"Spanish Grand Prix","hulkenberg",12,3,2015
"Spanish Grand Prix","sainz",10,2,2015
"Spanish Grand Prix","ricciardo",7,2,2015
"Spanish Grand Prix","alonso",16,1,2015
"Spanish Grand Prix","rosberg",2,2,2015
"Spanish Grand Prix","kvyat",15,2,2015
"Spanish Grand Prix","button",17,3,2015
"Spanish Grand Prix","massa",6,3,2015
"Spanish Grand Prix","stevens",19,3,2015
"Spanish Grand Prix","perez",13,2,2015
"Spanish Grand Prix","maldonado",20,3,2015
"Spanish Grand Prix","hamilton",1,3,2015
"Monaco Grand Prix","vettel",3,1,2015
"Monaco Grand Prix","ericsson",15,3,2015
"Monaco Grand Prix","kvyat",8,1,2015
"Monaco Grand Prix","grosjean",10,1,2015
"Monaco Grand Prix","merhi",18,1,2015
"Monaco Grand Prix","alonso",17,1,2015
"Monaco Grand Prix","bottas",5,2,2015
"Monaco Grand Prix","nasr",9,2,2015
"Monaco Grand Prix","massa",6,3,2015
"Monaco Grand Prix","max_verstappen",14,2,2015
"Monaco Grand Prix","rosberg",2,1,2015
"Monaco Grand Prix","sainz",12,1,2015
"Monaco Grand Prix","hamilton",1,2,2015
"Monaco Grand Prix","perez",11,2,2015
"Monaco Grand Prix","stevens",19,1,2015
"Monaco Grand Prix","raikkonen",4,1,2015
"Monaco Grand Prix","hulkenberg",13,2,2015
"Monaco Grand Prix","ricciardo",7,2,2015
"Monaco Grand Prix","button",16,2,2015
"Canadian Grand Prix","ericsson",16,1,2015
"Canadian Grand Prix","grosjean",9,1,2015
"Canadian Grand Prix","hamilton",1,1,2015
"Canadian Grand Prix","hulkenberg",12,1,2015
"Canadian Grand Prix","perez",11,1,2015
"Canadian Grand Prix","max_verstappen",14,1,2015
"Canadian Grand Prix","raikkonen",4,2,2015
