"competicion","pilotos","pos_final","para_box","año"
"Brazilian Grand Prix","jolyon_palmer",18,2,2016
"Brazilian Grand Prix","hulkenberg",9,3,2016
"Brazilian Grand Prix","ricciardo",3,5,2016
"Abu Dhabi Grand Prix","gutierrez",21,2,2016
"Abu Dhabi Grand Prix","wehrlein",19,2,2016
"Abu Dhabi Grand Prix","max_verstappen",5,1,2016
"Abu Dhabi Grand Prix","perez",7,2,2016
"Abu Dhabi Grand Prix","vettel",4,2,2016
"Abu Dhabi Grand Prix","kevin_magnussen",16,1,2016
"Abu Dhabi Grand Prix","sainz",12,2,2016
"Abu Dhabi Grand Prix","rosberg",1,2,2016
"Abu Dhabi Grand Prix","alonso",10,2,2016
"Abu Dhabi Grand Prix","jolyon_palmer",18,3,2016
"Abu Dhabi Grand Prix","hulkenberg",9,2,2016
"Abu Dhabi Grand Prix","massa",11,2,2016
"Abu Dhabi Grand Prix","ericsson",22,1,2016
"Abu Dhabi Grand Prix","raikkonen",6,2,2016
"Abu Dhabi Grand Prix","ricciardo",3,2,2016
"Abu Dhabi Grand Prix","ocon",23,2,2016
"Abu Dhabi Grand Prix","grosjean",13,2,2016
"Abu Dhabi Grand Prix","nasr",17,2,2016
"Abu Dhabi Grand Prix","kvyat",14,1,2016
"Abu Dhabi Grand Prix","hamilton",2,2,2016
"Australian Grand Prix","kvyat",9,2,2017
"Australian Grand Prix","bottas",3,1,2017
"Australian Grand Prix","alonso",14,1,2017
"Australian Grand Prix","giovinazzi",12,1,2017
"Australian Grand Prix","max_verstappen",5,1,2017
"Australian Grand Prix","vandoorne",13,1,2017
"Australian Grand Prix","hulkenberg",11,2,2017
"Australian Grand Prix","hamilton",2,1,2017
"Australian Grand Prix","ocon",10,1,2017
"Australian Grand Prix","vettel",1,1,2017
"Australian Grand Prix","perez",7,1,2017
"Australian Grand Prix","massa",6,1,2017
"Australian Grand Prix","stroll",16,2,2017
"Australian Grand Prix","kevin_magnussen",15,2,2017
"Australian Grand Prix","sainz",8,1,2017
"Australian Grand Prix","raikkonen",4,1,2017
"Chinese Grand Prix","bottas",4,4,2017
"Chinese Grand Prix","sainz",7,4,2017
"Chinese Grand Prix","hulkenberg",13,5,2017
"Chinese Grand Prix","kvyat",11,4,2017
"Chinese Grand Prix","max_verstappen",3,4,2017
"Chinese Grand Prix","giovinazzi",15,1,2017
"Chinese Grand Prix","alonso",19,4,2017
"Chinese Grand Prix","jolyon_palmer",17,4,2017
"Chinese Grand Prix","vandoorne",16,4,2017
"Chinese Grand Prix","ericsson",18,4,2017
"Chinese Grand Prix","massa",8,6,2017
"Chinese Grand Prix","vettel",1,5,2017
"Chinese Grand Prix","ricciardo",6,4,2017
"Chinese Grand Prix","perez",9,6,2017
"Chinese Grand Prix","hamilton",2,4,2017
"Chinese Grand Prix","raikkonen",5,4,2017
"Chinese Grand Prix","grosjean",14,5,2017
"Chinese Grand Prix","ocon",12,5,2017
"Chinese Grand Prix","kevin_magnussen",10,5,2017
"Bahrain Grand Prix","max_verstappen",5,1,2017
"Bahrain Grand Prix","hamilton",2,2,2017
"Bahrain Grand Prix","ocon",12,2,2017
"Bahrain Grand Prix","ricciardo",6,2,2017
"Bahrain Grand Prix","raikkonen",4,2,2017
"Bahrain Grand Prix","bottas",3,2,2017
"Bahrain Grand Prix","wehrlein",15,1,2017
"Bahrain Grand Prix","kvyat",14,2,2017
"Bahrain Grand Prix","vettel",1,2,2017
"Bahrain Grand Prix","sainz",9,1,2017
"Bahrain Grand Prix","stroll",21,1,2017
"Bahrain Grand Prix","ericsson",20,1,2017
"Bahrain Grand Prix","jolyon_palmer",17,2,2017
"Bahrain Grand Prix","alonso",19,2,2017
"Bahrain Grand Prix","grosjean",10,2,2017
"Bahrain Grand Prix","hulkenberg",13,2,2017
"Bahrain Grand Prix","massa",7,2,2017
"Bahrain Grand Prix","perez",8,2,2017
"Bahrain Grand Prix","wehrlein",15,1,2017
"Russian Grand Prix","stroll",16,1,2017
"Russian Grand Prix","hamilton",2,1,2017
"Russian Grand Prix","vandoorne",19,2,2017
"Russian Grand Prix","raikkonen",4,1,2017
"Russian Grand Prix","kevin_magnussen",13,1,2017
"Russian Grand Prix","kvyat",14,1,2017
"Russian Grand Prix","massa",8,2,2017
"Russian Grand Prix","max_verstappen",5,1,2017
"Russian Grand Prix","bottas",3,1,2017
"Russian Grand Prix","wehrlein",15,2,2017
"Russian Grand Prix","ericsson",21,2,2017
"Russian Grand Prix","hulkenberg",11,1,2017
"Russian Grand Prix","ocon",10,1,2017
"Russian Grand Prix","perez",7,1,2017
"Russian Grand Prix","sainz",9,1,2017
"Russian Grand Prix","vettel",1,1,2017
"Spanish Grand Prix","hamilton",2,2,2017
"Spanish Grand Prix","hulkenberg",11,2,2017
"Spanish Grand Prix","kevin_magnussen",14,3,2017
"Spanish Grand Prix","massa",9,3,2017
"Spanish Grand Prix","wehrlein",13,1,2017
"Spanish Grand Prix","kvyat",15,2,2017
"Spanish Grand Prix","bottas",3,1,2017
"Spanish Grand Prix","sainz",10,2,2017
"Spanish Grand Prix","perez",7,2,2017
"Spanish Grand Prix","vandoorne",21,1,2017
"Spanish Grand Prix","ocon",8,2,2017
"Spanish Grand Prix","vettel",1,2,2017
"Spanish Grand Prix","ericsson",16,2,2017
"Spanish Grand Prix","alonso",18,3,2017
"Spanish Grand Prix","stroll",17,2,2017
"Spanish Grand Prix","jolyon_palmer",20,3,2017
"Spanish Grand Prix","ricciardo",5,2,2017
"Spanish Grand Prix","grosjean",12,2,2017
"Monaco Grand Prix","kvyat",15,1,2017
"Monaco Grand Prix","hamilton",2,1,2017
"Monaco Grand Prix","massa",9,2,2017
"Monaco Grand Prix","raikkonen",4,1,2017
"Monaco Grand Prix","bottas",3,1,2017
"Monaco Grand Prix","kevin_magnussen",13,2,2017
"Monaco Grand Prix","sainz",8,1,2017
"Monaco Grand Prix","max_verstappen",6,2,2017
"Monaco Grand Prix","ocon",10,3,2017
"Monaco Grand Prix","jolyon_palmer",16,1,2017
"Monaco Grand Prix","wehrlein",14,1,2017
"Monaco Grand Prix","stroll",18,2,2017
"Monaco Grand Prix","vandoorne",21,1,2017
"Monaco Grand Prix","button",22,2,2017
"Monaco Grand Prix","ericsson",17,1,2017
"Monaco Grand Prix","perez",7,3,2017
"Monaco Grand Prix","vettel",1,1,2017
"Monaco Grand Prix","ricciardo",5,1,2017
"Monaco Grand Prix","grosjean",12,1,2017
"Canadian Grand Prix","alonso",19,1,2017
"Canadian Grand Prix","stroll",16,1,2017
"Canadian Grand Prix","ocon",8,1,2017
"Canadian Grand Prix","kvyat",15,2,2017
"Canadian Grand Prix","bottas",3,1,2017
"Canadian Grand Prix","grosjean",12,1,2017
"Canadian Grand Prix","raikkonen",4,2,2017
"Canadian Grand Prix","kevin_magnussen",13,1,2017
"Canadian Grand Prix","vettel",1,2,2017
"Canadian Grand Prix","hamilton",2,1,2017
"Canadian Grand Prix","jolyon_palmer",17,1,2017
"Canadian Grand Prix","vandoorne",21,1,2017
"Canadian Grand Prix","ricciardo",5,1,2017
"Canadian Grand Prix","ericsson",18,1,2017
"Canadian Grand Prix","wehrlein",14,2,2017
"Canadian Grand Prix","hulkenberg",11,1,2017
"Canadian Grand Prix","perez",7,1,2017
"Azerbaijan Grand Prix","kevin_magnussen",13,3,2017
"Azerbaijan Grand Prix","raikkonen",5,4,2017
"Azerbaijan Grand Prix","hulkenberg",11,3,2017
"Azerbaijan Grand Prix","stroll",12,3,2017
"Azerbaijan Grand Prix","wehrlein",15,5,2017
"Azerbaijan Grand Prix","massa",10,3,2017
"Azerbaijan Grand Prix","alonso",17,3,2017
"Azerbaijan Grand Prix","ocon",8,4,2017
"Azerbaijan Grand Prix","grosjean",14,5,2017
"Azerbaijan Grand Prix","vandoorne",20,4,2017
"Azerbaijan Grand Prix","bottas",3,4,2017
"Azerbaijan Grand Prix","sainz",9,3,2017
"Azerbaijan Grand Prix","ericsson",19,3,2017
"Azerbaijan Grand Prix","hamilton",2,4,2017
"Azerbaijan Grand Prix","ricciardo",4,4,2017
"Azerbaijan Grand Prix","perez",7,4,2017
"Azerbaijan Grand Prix","vettel",1,4,2017
"Austrian Grand Prix","raikkonen",5,1,2017
"Austrian Grand Prix","massa",10,1,2017
"Austrian Grand Prix","wehrlein",15,1,2017
"Austrian Grand Prix","vettel",1,1,2017
"Austrian Grand Prix","grosjean",13,1,2017
"Austrian Grand Prix","kvyat",16,3,2017
"Austrian Grand Prix","jolyon_palmer",18,1,2017
"Austrian Grand Prix","perez",6,1,2017
"Austrian Grand Prix","ocon",8,1,2017
"Austrian Grand Prix","bottas",3,1,2017
"Austrian Grand Prix","vandoorne",20,2,2017
"Austrian Grand Prix","stroll",11,1,2017
"Austrian Grand Prix","hamilton",2,1,2017
"Austrian Grand Prix","hulkenberg",12,1,2017
"Austrian Grand Prix","ericsson",19,1,2017
"Austrian Grand Prix","sainz",9,1,2017
"Austrian Grand Prix","ricciardo",4,1,2017
"British Grand Prix","kvyat",16,3,2017
"British Grand Prix","wehrlein",15,3,2017
"British Grand Prix","grosjean",13,2,2017
"British Grand Prix","kevin_magnussen",14,1,2017
"British Grand Prix","raikkonen",5,2,2017
"British Grand Prix","vettel",1,2,2017
"British Grand Prix","alonso",17,1,2017
"British Grand Prix","massa",11,1,2017
"British Grand Prix","max_verstappen",6,2,2017
"British Grand Prix","stroll",12,2,2017
"British Grand Prix","vandoorne",20,1,2017
"British Grand Prix","ericsson",19,1,2017
"British Grand Prix","hamilton",2,1,2017
"British Grand Prix","perez",7,1,2017
"British Grand Prix","hulkenberg",10,1,2017
"British Grand Prix","ocon",8,1,2017
"British Grand Prix","ricciardo",4,1,2017
"British Grand Prix","bottas",3,1,2017
"Hungarian Grand Prix","sainz",9,1,2017
"Hungarian Grand Prix","resta",23,1,2017
"Hungarian Grand Prix","grosjean",13,1,2017
"Hungarian Grand Prix","kevin_magnussen",14,1,2017
"Hungarian Grand Prix","stroll",12,1,2017
"Hungarian Grand Prix","kvyat",17,1,2017
"Hungarian Grand Prix","alonso",15,1,2017
"Hungarian Grand Prix","hamilton",2,1,2017
"Hungarian Grand Prix","vettel",1,1,2017
"Hungarian Grand Prix","wehrlein",16,2,2017
"Hungarian Grand Prix","hulkenberg",10,1,2017
"Hungarian Grand Prix","perez",7,1,2017
"Hungarian Grand Prix","ericsson",20,2,2017
"Hungarian Grand Prix","max_verstappen",6,1,2017
"Hungarian Grand Prix","vandoorne",18,1,2017
"Hungarian Grand Prix","raikkonen",5,1,2017
"Hungarian Grand Prix","jolyon_palmer",19,1,2017
"Hungarian Grand Prix","bottas",3,1,2017
"Hungarian Grand Prix","ocon",8,1,2017
"Belgian Grand Prix","kevin_magnussen",14,3,2017
"Belgian Grand Prix","massa",11,2,2017
"Belgian Grand Prix","raikkonen",5,3,2017
"Belgian Grand Prix","kvyat",17,2,2017
"Belgian Grand Prix","alonso",15,1,2017
"Belgian Grand Prix","sainz",9,2,2017
"Belgian Grand Prix","perez",7,3,2017
"Belgian Grand Prix","jolyon_palmer",19,2,2017
"Belgian Grand Prix","ricciardo",4,2,2017
"Belgian Grand Prix","grosjean",12,2,2017
"Belgian Grand Prix","raikkonen",5,3,2017
"Belgian Grand Prix","hamilton",2,2,2017
"Belgian Grand Prix","vettel",1,2,2017
"Belgian Grand Prix","hulkenberg",10,2,2017
"Belgian Grand Prix","stroll",13,2,2017
"Belgian Grand Prix","vandoorne",18,2,2017
"Belgian Grand Prix","ericsson",20,3,2017
"Belgian Grand Prix","ocon",8,3,2017
"Belgian Grand Prix","bottas",3,2,2017
"Italian Grand Prix","grosjean",13,2,2017
"Italian Grand Prix","max_verstappen",6,2,2017
"Italian Grand Prix","massa",11,1,2017
"Italian Grand Prix","hulkenberg",10,1,2017
"Italian Grand Prix","wehrlein",16,1,2017
"Italian Grand Prix","kvyat",17,1,2017
"Italian Grand Prix","raikkonen",5,1,2017
"Italian Grand Prix","perez",7,1,2017
"Italian Grand Prix","ocon",8,1,2017
"Italian Grand Prix","stroll",12,1,2017
"Italian Grand Prix","jolyon_palmer",19,1,2017
"Italian Grand Prix","vettel",2,1,2017
"Italian Grand Prix","hamilton",1,1,2017
"Italian Grand Prix","alonso",15,1,2017
"Italian Grand Prix","sainz",9,1,2017
"Italian Grand Prix","kevin_magnussen",14,1,2017
"Italian Grand Prix","ricciardo",4,1,2017
"Italian Grand Prix","ericsson",20,1,2017
"Italian Grand Prix","bottas",3,1,2017
"Singapore Grand Prix","kevin_magnussen",14,6,2017
"Singapore Grand Prix","grosjean",13,4,2017
"Singapore Grand Prix","ocon",8,6,2017
"Singapore Grand Prix","hulkenberg",10,6,2017
"Singapore Grand Prix","stroll",12,4,2017
"Singapore Grand Prix","jolyon_palmer",16,5,2017
"Singapore Grand Prix","ericsson",20,6,2017
"Singapore Grand Prix","bottas",3,4,2017
"Singapore Grand Prix","wehrlein",18,6,2017
"Singapore Grand Prix","kvyat",19,3,2017
"Singapore Grand Prix","hamilton",1,4,2017
"Singapore Grand Prix","sainz",9,4,2017
"Singapore Grand Prix","massa",11,6,2017
"Singapore Grand Prix","ricciardo",4,5,2017
"Singapore Grand Prix","perez",7,5,2017
"Singapore Grand Prix","alonso",15,3,2017
"Singapore Grand Prix","vandoorne",17,5,2017
"Malaysian Grand Prix","max_verstappen",6,1,2017
"Malaysian Grand Prix","ocon",8,1,2017
"Malaysian Grand Prix","hulkenberg",10,2,2017
"Malaysian Grand Prix","kevin_magnussen",15,1,2017
"Malaysian Grand Prix","massa",11,1,2017
"Malaysian Grand Prix","wehrlein",18,1,2017
"Malaysian Grand Prix","stroll",12,1,2017
"Malaysian Grand Prix","alonso",16,1,2017
"Malaysian Grand Prix","vandoorne",14,1,2017
"Malaysian Grand Prix","bottas",3,1,2017
"Malaysian Grand Prix","grosjean",13,2,2017
"Malaysian Grand Prix","ricciardo",4,1,2017
"Malaysian Grand Prix","jolyon_palmer",17,1,2017
"Malaysian Grand Prix","perez",7,1,2017
"Malaysian Grand Prix","gasly",22,1,2017
"Malaysian Grand Prix","hamilton",1,1,2017
"Malaysian Grand Prix","ericsson",20,1,2017
"Malaysian Grand Prix","vettel",2,1,2017
"Japanese Grand Prix","ocon",8,1,2017
"Japanese Grand Prix","wehrlein",18,3,2017
"Japanese Grand Prix","kevin_magnussen",14,1,2017
"Japanese Grand Prix","jolyon_palmer",17,1,2017
"Japanese Grand Prix","alonso",16,1,2017
"Japanese Grand Prix","hulkenberg",10,1,2017
"Japanese Grand Prix","bottas",3,1,2017
"Japanese Grand Prix","max_verstappen",6,1,2017
"Japanese Grand Prix","perez",7,1,2017
"Japanese Grand Prix","stroll",12,2,2017
"Japanese Grand Prix","massa",11,1,2017
"Japanese Grand Prix","hamilton",1,1,2017
"Japanese Grand Prix","ricciardo",4,1,2017
"Japanese Grand Prix","grosjean",13,1,2017
"Japanese Grand Prix","gasly",22,2,2017
"Japanese Grand Prix","raikkonen",5,1,2017
"Japanese Grand Prix","vandoorne",15,2,2017
"United States Grand Prix","bottas",3,2,2017
"United States Grand Prix","brendon_hartley",23,2,2017
"United States Grand Prix","wehrlein",18,1,2017
"United States Grand Prix","alonso",16,1,2017
"United States Grand Prix","kevin_magnussen",14,2,2017
"United States Grand Prix","ericsson",20,1,2017
"United States Grand Prix","sainz",9,1,2017
"United States Grand Prix","vandoorne",15,1,2017
"United States Grand Prix","massa",10,1,2017
"United States Grand Prix","perez",7,1,2017
"United States Grand Prix","ocon",8,1,2017
"United States Grand Prix","stroll",12,2,2017
"United States Grand Prix","hamilton",1,1,2017
"United States Grand Prix","kvyat",19,1,2017
"United States Grand Prix","grosjean",13,1,2017
"United States Grand Prix","max_verstappen",6,2,2017
"United States Grand Prix","raikkonen",5,1,2017
"United States Grand Prix","ricciardo",4,1,2017
"United States Grand Prix","vettel",2,2,2017
"Mexican Grand Prix","wehrlein",18,1,2017
"Mexican Grand Prix","bottas",3,1,2017
"Mexican Grand Prix","grosjean",13,2,2017
"Mexican Grand Prix","alonso",16,1,2017
"Mexican Grand Prix","vettel",2,2,2017
"Mexican Grand Prix","ericsson",20,1,2017
"Mexican Grand Prix","raikkonen",5,1,2017
"Mexican Grand Prix","perez",7,2,2017
"Mexican Grand Prix","stroll",10,1,2017
"Mexican Grand Prix","max_verstappen",6,1,2017
"Mexican Grand Prix","ocon",8,1,2017
"Mexican Grand Prix","sainz",9,2,2017
"Mexican Grand Prix","hamilton",1,2,2017
"Mexican Grand Prix","kevin_magnussen",14,1,2017
"Mexican Grand Prix","hulkenberg",12,1,2017
"Mexican Grand Prix","vandoorne",15,1,2017
"Mexican Grand Prix","massa",11,1,2017
"Brazilian Grand Prix","bottas",3,4,2017
"Brazilian Grand Prix","hamilton",1,4,2017
"Brazilian Grand Prix","raikkonen",5,4,2017
"Brazilian Grand Prix","brendon_hartley",23,4,2017
"Brazilian Grand Prix","hulkenberg",12,4,2017
"Brazilian Grand Prix","massa",10,4,2017
"Brazilian Grand Prix","max_verstappen",6,5,2017
"Brazilian Grand Prix","alonso",15,4,2017
"Brazilian Grand Prix","grosjean",13,4,2017
"Brazilian Grand Prix","sainz",9,4,2017
"Brazilian Grand Prix","ericsson",20,4,2017
"Brazilian Grand Prix","perez",7,4,2017
"Brazilian Grand Prix","ricciardo",4,4,2017
"Brazilian Grand Prix","wehrlein",18,3,2017
"Brazilian Grand Prix","stroll",11,5,2017
"Brazilian Grand Prix","vettel",2,4,2017
"Brazilian Grand Prix","gasly",21,4,2017
"Abu Dhabi Grand Prix","bottas",3,1,2017
"Abu Dhabi Grand Prix","hulkenberg",10,1,2017
"Abu Dhabi Grand Prix","alonso",15,1,2017
"Abu Dhabi Grand Prix","max_verstappen",6,1,2017
"Abu Dhabi Grand Prix","stroll",12,3,2017
"Abu Dhabi Grand Prix","wehrlein",18,1,2017
"Abu Dhabi Grand Prix","sainz",9,1,2017
"Abu Dhabi Grand Prix","perez",7,1,2017
"Abu Dhabi Grand Prix","kevin_magnussen",14,1,2017
"Abu Dhabi Grand Prix","ocon",8,1,2017
"Abu Dhabi Grand Prix","gasly",21,1,2017
"Abu Dhabi Grand Prix","ericsson",20,1,2017
"Abu Dhabi Grand Prix","ricciardo",5,1,2017
"Abu Dhabi Grand Prix","vandoorne",16,1,2017
"Abu Dhabi Grand Prix","vettel",2,1,2017
"Abu Dhabi Grand Prix","raikkonen",4,1,2017
"Abu Dhabi Grand Prix","hamilton",1,1,2017
"Abu Dhabi Grand Prix","massa",11,1,2017
"Abu Dhabi Grand Prix","grosjean",13,1,2017
"Abu Dhabi Grand Prix","brendon_hartley",23,1,2017
"Australian Grand Prix","perez",11,1,2018
"Australian Grand Prix","hulkenberg",7,1,2018
"Australian Grand Prix","brendon_hartley",15,2,2018
"Australian Grand Prix","alonso",5,1,2018
"Australian Grand Prix","bottas",8,1,2018
"Australian Grand Prix","kevin_magnussen",17,1,2018
"Australian Grand Prix","sainz",10,1,2018
"Australian Grand Prix","ricciardo",4,1,2018
"Australian Grand Prix","stroll",14,2,2018
"Australian Grand Prix","ocon",12,1,2018
"Australian Grand Prix","raikkonen",3,1,2018
"Australian Grand Prix","grosjean",16,1,2018
"Australian Grand Prix","max_verstappen",6,1,2018
"Australian Grand Prix","vettel",1,1,2018
"Australian Grand Prix","vandoorne",9,1,2018
"Australian Grand Prix","leclerc",13,2,2018
"Australian Grand Prix","hamilton",2,1,2018
"Bahrain Grand Prix","gasly",7,2,2018
"Bahrain Grand Prix","ericsson",12,1,2018
"Bahrain Grand Prix","brendon_hartley",19,2,2018
"Bahrain Grand Prix","kevin_magnussen",9,2,2018
"Bahrain Grand Prix","vettel",1,1,2018
"Bahrain Grand Prix","perez",15,2,2018
"Bahrain Grand Prix","raikkonen",5,1,2018
"Bahrain Grand Prix","vandoorne",11,2,2018
"Bahrain Grand Prix","ocon",14,2,2018
"Bahrain Grand Prix","sirotkin",20,2,2018
"Bahrain Grand Prix","alonso",4,2,2018
"Bahrain Grand Prix","max_verstappen",10,1,2018
"Bahrain Grand Prix","stroll",18,2,2018
"Bahrain Grand Prix","grosjean",17,3,2018
"Bahrain Grand Prix","sainz",13,2,2018
"Bahrain Grand Prix","hamilton",2,1,2018
"Bahrain Grand Prix","bottas",3,1,2018
"Bahrain Grand Prix","leclerc",16,2,2018
"Bahrain Grand Prix","hulkenberg",6,2,2018
"Chinese Grand Prix","ericsson",13,1,2018
"Chinese Grand Prix","vandoorne",11,1,2018
"Chinese Grand Prix","ricciardo",4,2,2018
"Chinese Grand Prix","perez",15,2,2018
"Chinese Grand Prix","vettel",1,1,2018
"Chinese Grand Prix","gasly",9,2,2018
"Chinese Grand Prix","hamilton",2,1,2018
"Chinese Grand Prix","brendon_hartley",20,2,2018
"Chinese Grand Prix","sirotkin",19,2,2018
"Chinese Grand Prix","ocon",14,2,2018
"Chinese Grand Prix","alonso",6,1,2018
"Chinese Grand Prix","grosjean",17,2,2018
"Chinese Grand Prix","max_verstappen",8,2,2018
"Chinese Grand Prix","leclerc",16,1,2018
"Chinese Grand Prix","kevin_magnussen",10,1,2018
"Chinese Grand Prix","stroll",18,1,2018
"Chinese Grand Prix","raikkonen",5,1,2018
"Chinese Grand Prix","hulkenberg",7,2,2018
"Chinese Grand Prix","bottas",3,1,2018
"Chinese Grand Prix","sainz",12,2,2018
"Azerbaijan Grand Prix","ericsson",16,4,2018
"Azerbaijan Grand Prix","ricciardo",5,1,2018
"Azerbaijan Grand Prix","grosjean",19,2,2018
"Azerbaijan Grand Prix","perez",9,2,2018
"Azerbaijan Grand Prix","brendon_hartley",18,3,2018
"Azerbaijan Grand Prix","vettel",2,2,2018
"Azerbaijan Grand Prix","raikkonen",3,2,2018
"Azerbaijan Grand Prix","hamilton",1,2,2018
"Azerbaijan Grand Prix","stroll",15,2,2018
"Azerbaijan Grand Prix","max_verstappen",8,1,2018
"Azerbaijan Grand Prix","alonso",6,2,2018
"Azerbaijan Grand Prix","leclerc",13,2,2018
"Azerbaijan Grand Prix","gasly",11,2,2018
"Azerbaijan Grand Prix","kevin_magnussen",12,2,2018
"Azerbaijan Grand Prix","sainz",10,2,2018
"Azerbaijan Grand Prix","bottas",4,1,2018
"Azerbaijan Grand Prix","vandoorne",14,4,2018
"Spanish Grand Prix","vandoorne",14,1,2018
"Spanish Grand Prix","sirotkin",20,3,2018
"Spanish Grand Prix","vettel",2,2,2018
"Spanish Grand Prix","ricciardo",5,1,2018
"Spanish Grand Prix","max_verstappen",6,1,2018
"Spanish Grand Prix","ericsson",16,1,2018
"Spanish Grand Prix","leclerc",13,1,2018
"Spanish Grand Prix","kevin_magnussen",9,1,2018
"Spanish Grand Prix","bottas",3,1,2018
"Spanish Grand Prix","alonso",7,1,2018
"Spanish Grand Prix","brendon_hartley",18,2,2018
"Spanish Grand Prix","stroll",15,1,2018
"Spanish Grand Prix","ocon",17,1,2018
"Spanish Grand Prix","perez",11,2,2018
"Spanish Grand Prix","hamilton",1,1,2018
"Spanish Grand Prix","sainz",10,1,2018
"Monaco Grand Prix","sirotkin",20,3,2018
"Monaco Grand Prix","perez",12,1,2018
"Monaco Grand Prix","alonso",7,1,2018
"Monaco Grand Prix","ricciardo",3,1,2018
"Monaco Grand Prix","gasly",11,1,2018
"Monaco Grand Prix","grosjean",19,2,2018
"Monaco Grand Prix","brendon_hartley",18,1,2018
"Monaco Grand Prix","kevin_magnussen",10,1,2018
"Monaco Grand Prix","leclerc",14,1,2018
"Monaco Grand Prix","max_verstappen",6,1,2018
"Monaco Grand Prix","sainz",9,1,2018
"Monaco Grand Prix","vettel",2,1,2018
"Monaco Grand Prix","stroll",16,3,2018
"Monaco Grand Prix","bottas",4,1,2018
"Monaco Grand Prix","hulkenberg",8,1,2018
"Monaco Grand Prix","vandoorne",15,2,2018
"Monaco Grand Prix","hamilton",1,1,2018
"Monaco Grand Prix","ocon",13,1,2018
"Monaco Grand Prix","ericsson",17,1,2018
"Monaco Grand Prix","raikkonen",5,1,2018
"Canadian Grand Prix","kevin_magnussen",10,1,2018
"Canadian Grand Prix","ricciardo",4,1,2018
"Canadian Grand Prix","max_verstappen",6,1,2018
"Canadian Grand Prix","perez",12,2,2018
"Canadian Grand Prix","bottas",3,1,2018
"Canadian Grand Prix","ericsson",17,1,2018
"Canadian Grand Prix","sirotkin",20,1,2018
"Canadian Grand Prix","grosjean",19,1,2018
"Canadian Grand Prix","alonso",7,1,2018
"Canadian Grand Prix","vettel",1,1,2018
"Canadian Grand Prix","leclerc",14,1,2018
"Canadian Grand Prix","raikkonen",5,1,2018
"Canadian Grand Prix","vandoorne",15,2,2018
"Canadian Grand Prix","sainz",9,1,2018
"Canadian Grand Prix","ocon",13,1,2018
"Canadian Grand Prix","hamilton",2,1,2018
"Canadian Grand Prix","hulkenberg",8,1,2018
"Canadian Grand Prix","gasly",11,1,2018
"French Grand Prix","ricciardo",3,1,2018
"French Grand Prix","stroll",16,1,2018
"French Grand Prix","vettel",2,2,2018
"French Grand Prix","sirotkin",20,1,2018
"French Grand Prix","brendon_hartley",18,1,2018
"French Grand Prix","kevin_magnussen",10,1,2018
"French Grand Prix","max_verstappen",6,1,2018
"French Grand Prix","grosjean",19,1,2018
"French Grand Prix","leclerc",14,1,2018
"French Grand Prix","hulkenberg",7,1,2018
"French Grand Prix","raikkonen",5,1,2018
"French Grand Prix","hamilton",1,1,2018
"French Grand Prix","alonso",8,2,2018
"French Grand Prix","ericsson",17,1,2018
"French Grand Prix","vandoorne",15,1,2018
"French Grand Prix","sainz",9,1,2018
"French Grand Prix","bottas",4,2,2018
"Austrian Grand Prix","max_verstappen",5,1,2018
"Austrian Grand Prix","ericsson",18,1,2018
"Austrian Grand Prix","ocon",12,1,2018
"Austrian Grand Prix","raikkonen",3,1,2018
"Austrian Grand Prix","alonso",8,1,2018
"Austrian Grand Prix","kevin_magnussen",7,1,2018
"Austrian Grand Prix","ricciardo",4,2,2018
"Austrian Grand Prix","hamilton",2,2,2018
"Austrian Grand Prix","stroll",17,2,2018
"Austrian Grand Prix","leclerc",14,1,2018
"Austrian Grand Prix","perez",11,1,2018
"Austrian Grand Prix","sainz",10,2,2018
"Austrian Grand Prix","grosjean",15,1,2018
"Austrian Grand Prix","vettel",1,1,2018
"Austrian Grand Prix","vandoorne",16,2,2018
"Austrian Grand Prix","gasly",13,1,2018
"Austrian Grand Prix","sirotkin",20,2,2018
"British Grand Prix","ericsson",18,1,2018
"British Grand Prix","raikkonen",3,2,2018
"British Grand Prix","leclerc",14,1,2018
"British Grand Prix","alonso",8,2,2018
"British Grand Prix","sainz",10,2,2018
"British Grand Prix","gasly",13,2,2018
"British Grand Prix","ricciardo",4,2,2018
"British Grand Prix","ocon",11,1,2018
"British Grand Prix","grosjean",15,1,2018
"British Grand Prix","hamilton",2,1,2018
"British Grand Prix","stroll",17,1,2018
"British Grand Prix","kevin_magnussen",9,1,2018
"British Grand Prix","vandoorne",16,2,2018
"British Grand Prix","hulkenberg",7,1,2018
"British Grand Prix","sirotkin",20,1,2018
"British Grand Prix","perez",12,2,2018
"British Grand Prix","bottas",5,1,2018
"British Grand Prix","max_verstappen",6,2,2018
"British Grand Prix","vettel",1,2,2018
"German Grand Prix","hulkenberg",7,3,2018
"German Grand Prix","raikkonen",3,2,2018
"German Grand Prix","hamilton",1,1,2018
"German Grand Prix","bottas",4,2,2018
"German Grand Prix","vandoorne",16,2,2018
"German Grand Prix","gasly",14,2,2018
"German Grand Prix","sainz",12,3,2018
"German Grand Prix","grosjean",13,3,2018
"German Grand Prix","brendon_hartley",19,2,2018
"German Grand Prix","kevin_magnussen",9,3,2018
"German Grand Prix","ericsson",17,1,2018
"German Grand Prix","ocon",11,1,2018
"German Grand Prix","vettel",2,1,2018
