"driverId","raceId","año","circuitId","fecha","hora","pos_en_carrera","acumulado_victorias","fecha_nac","referencia","nacionalidad","tiempo_total","tiempo_medio","num_vuelta_rapida","tiempo_mas_rapido","tiempo_medio_box","tiempo_total_box","num_veces_box","q1","q2","q3","puntos_carrera","vel_vuelta_rapida","edad","q1_ms","q2_ms","q3_ms"
154,985,2017,69,2017-10-22,19,13,0,1986-04-17,"grosjean","French",5674027,103164.127272727,36,101259,24897,24897,1,"1:36.835","1:35.870","\N",0,196,31,96835,95870,0
154,986,2017,32,2017-10-29,19,13,0,1986-04-17,"grosjean","French",5814068,84261.8550724638,64,80345,25898,51796,2,"1:19.473","\N","\N",0,192.848,31,79473,0,0
154,987,2017,18,2017-11-12,16,13,0,1986-04-17,"grosjean","French",5507048,79812.2898550725,66,73532,24399.75,97599,4,"1:10.148","1:09.879","",0,210.961,31,70148,69879,0
154,988,2017,24,2017-11-26,13,13,0,1986-04-17,"grosjean","French",5677108,105131.62962963,51,102437,21850,21850,1,"1:39.516","\N","\N",0,195.187,31,99516,0,0
154,989,2018,1,2018-03-25,5,16,0,1986-04-17,"grosjean","French",2192878,91369.9166666667,23,88805,23054,23054,1,"1:23.671","1:23.468","1:23.339",0,214.974,31,83671,83468,83339
154,990,2018,3,2018-04-08,15,17,0,1986-04-17,"grosjean","French",5559046,99268.6785714286,47,94053,25600.3333333333,76801,3,"1:30.530","\N","\N",0,205.759,31,90530,0,0
154,991,2018,17,2018-04-15,6,17,0,1986-04-17,"grosjean","French",5801676,103601.357142857,51,97410,23358,46716,2,"1:33.238","1:32.524","1:32.855",0,201.453,31,93238,92524,92855
154,992,2018,73,2018-04-29,12,19,0,1986-04-17,"grosjean","French",4964661,118206.214285714,34,106880,22241,44482,2,"\N","\N","\N",0,202.196,32,0,0,0
154,994,2018,6,2018-05-27,13,19,0,1986-04-17,"grosjean","French",6205050,80585.0649350649,74,74822,24654.5,49309,2,"1:12.930","1:12.728","",0,160.557,32,72930,72728,0
154,995,2018,7,2018-06-10,18,19,0,1986-04-17,"grosjean","French",5355806,79937.4029850746,56,75470,24400,24400,1,"","","",0,208.024,32,0,0,0
154,996,2018,34,2018-06-24,14,19,0,1986-04-17,"grosjean","French",5422411,104277.134615385,47,95695,29996,29996,1,"1:32.083","1:31.472","\N",0,219.773,32,92083,91472,0
154,997,2018,70,2018-07-01,13,15,0,1986-04-17,"grosjean","French",4937446,70534.9428571429,17,69071,22121,22121,1,"1:04.242","1:04.059","1:03.892",12,225.055,32,64242,64059,63892
154,998,2018,9,2018-07-08,13,15,0,1986-04-17,"grosjean","French",3717160,100463.783783784,28,94391,29254,29254,1,"1:28.086","1:27.522","1:27.455",0,224.678,32,88086,87522,87455
154,999,2018,10,2018-07-22,13,13,0,1986-04-17,"grosjean","French",5578716,83264.4179104478,66,76716,20896,62688,3,"1:12.986","1:12.722","1:12.544",8,214.641,32,72986,72722,72544
155,842,2011,2,2011-04-10,8,9,0,1986-09-13,"kobayashi","Japanese",5926271,105826.267857143,39,102095,23361,46722,2,"1:36.994","1:36.691","1:36.820",6,195.453,24,96994,96691,96820
155,843,2011,17,2011-04-17,7,10,0,1986-09-13,"kobayashi","Japanese",5881499,105026.767857143,32,102577,21895.5,43791,2,"1:36.147","1:36.236","\N",1,191.306,24,96147,96236,0
155,845,2011,4,2011-05-22,12,11,0,1986-09-13,"kobayashi","Japanese",5998323,92281.8923076923,52,87615,22166.3333333333,66499,3,"1:23.656","1:23.702","\N",1,191.268,24,83656,83702,0
155,846,2011,6,2011-05-29,12,10,0,1986-09-13,"kobayashi","Japanese",7805289,100067.807692308,76,78308,28642,28642,1,"1:16.513","1:15.973","\N",10,153.547,24,76513,75973,0
155,847,2011,7,2011-06-12,17,11,0,1986-09-13,"kobayashi","Japanese",14712807,210182.957142857,70,80213,24152.5,48305,2,"1:15.694","1:15.285","\N",6,195.723,24,75694,75285,0
155,848,2011,12,2011-06-26,12,11,0,1986-09-13,"kobayashi","Japanese",6012498,107366.035714286,42,103517,22018.5,44037,2,"1:40.131","1:39.525","\N",0,188.456,24,100131,99525,0
155,849,2011,9,2011-07-10,12,11,0,1986-09-13,"kobayashi","Japanese",2555321,111100.913043478,20,98113,29999.5,59999,2,"1:34.324","1:32.399","1:32.128",0,210.595,24,94324,92399,92128
155,850,2011,20,2011-07-24,12,11,0,1986-09-13,"kobayashi","Japanese",5874841,99573.5762711864,50,96659,21074.5,42149,2,"1:33.786","\N","\N",2,191.733,24,93786,0,0
155,851,2011,11,2011-07-31,12,11,0,1986-09-13,"kobayashi","Japanese",6481397,93933.2898550725,65,84664,22611.6666666667,67835,3,"1:23.278","1:22.435","\N",0,186.284,24,83278,82435,0
155,852,2011,13,2011-08-28,12,11,0,1986-09-13,"kobayashi","Japanese",5296869,120383.386363636,35,113871,22715,45430,2,"2:07.194","2:04.757","\N",0,221.429,24,127194,124757,0
155,853,2011,14,2011-09-11,12,11,0,1986-09-13,"kobayashi","Japanese",2079328,99015.6190476191,21,90000,25244.5,50489,2,"1:24.879","1:25.065","\N",0,231.72,24,84879,85065,0
155,854,2011,15,2011-09-25,12,12,0,1986-09-13,"kobayashi","Japanese",7180313,121700.220338983,56,111329,29412.5,117650,4,"1:48.054","\N","\N",0,164.043,25,108054,0,0
155,855,2011,22,2011-10-09,6,12,0,1986-09-13,"kobayashi","Japanese",5517132,104096.830188679,44,99724,23281,46562,2,"1:32.626","1:32.380","\N",0,209.63,25,92626,92380,0
155,856,2011,35,2011-10-16,6,12,0,1986-09-13,"kobayashi","Japanese",5903507,109324.203703704,45,102080,22891,68673,3,"1:39.464","1:38.775","\N",0,198.021,25,99464,98775,0
155,858,2011,24,2011-11-13,13,12,0,1986-09-13,"kobayashi","Japanese",5833417,108026.240740741,47,103521,21470.5,42941,2,"1:41.613","1:41.240","\N",1,193.143,25,101613,101240,0
155,859,2011,18,2011-11-27,16,12,0,1986-09-13,"kobayashi","Japanese",5567575,79536.7857142857,55,77644,23174,46348,2,"1:14.571","1:14.129","\N",2,199.788,25,74571,74129,0
155,860,2012,1,2012-03-18,6,6,0,1986-09-13,"kobayashi","Japanese",5686331,98040.1896551724,55,90620,24754,49508,2,"1:26.182","1:26.590","\N",8,210.668,25,86182,86590,0
155,861,2012,2,2012-03-25,8,9,0,1986-09-13,"kobayashi","Japanese",8959124,194763.565217391,44,104202,26013,78039,3,"1:38.372","1:38.069","\N",0,191.501,25,98372,98069,0
155,862,2012,17,2012-04-15,7,10,0,1986-09-13,"kobayashi","Japanese",5825649,104029.446428571,40,99960,21452.6666666667,64358,3,"1:36.863","1:35.853","1:35.784",1,196.314,25,96863,95853,95784
155,863,2012,3,2012-04-22,12,12,0,1986-09-13,"kobayashi","Japanese",5801324,101777.614035088,54,96700,24340.6666666667,73022,3,"1:34.131","1:33.806","\N",0,201.48,25,94131,93806,0
155,864,2012,4,2012-05-13,12,11,0,1986-09-13,"kobayashi","Japanese",6013786,91117.9696969697,45,88266,21317.3333333333,63952,3,"1:23.386","1:22.897","\N",10,189.857,25,83386,82897,0
155,865,2012,6,2012-05-27,12,12,0,1986-09-13,"kobayashi","Japanese",501998,100399.6,4,85480,28390,28390,1,"1:15.648","1:15.508","\N",0,140.664,25,75648,75508,0
155,866,2012,7,2012-06-10,18,11,0,1986-09-13,"kobayashi","Japanese",5574018,79628.8285714286,61,77464,21453,21453,1,"1:15.101","1:14.688","\N",2,202.669,25,75101,74688,0
155,867,2012,12,2012-06-24,12,12,0,1986-09-13,"kobayashi","Japanese",3743302,113433.393939394,22,105082,24395,48790,2,"1:39.651","1:38.703","1:38.741",0,185.649,25,99651,98703,98741
155,868,2012,9,2012-07-08,12,14,0,1986-09-13,"kobayashi","Japanese",5156658,99166.5,37,94608,33026.5,66053,2,"1:46.649","1:57.071","\N",0,222.12,25,106649,117071,0
155,869,2012,10,2012-07-22,12,10,0,1986-09-13,"kobayashi","Japanese",5487787,81907.2686567164,61,79161,19040.5,38081,2,"1:16.481","1:39.985","\N",12,207.163,25,76481,99985,0
155,870,2012,11,2012-07-29,12,10,0,1986-09-13,"kobayashi","Japanese",5983645,89308.1343283582,61,85745,20149.5,40299,2,"1:22.801","1:22.300","\N",0,183.936,25,82801,82300,0
155,871,2012,13,2012-09-02,12,12,0,1986-09-13,"kobayashi","Japanese",5464649,124196.568181818,26,115598,23674.3333333333,71023,3,"1:49.686","1:48.569","1:47.871",0,218.121,25,109686,108569,107871
155,872,2012,14,2012-09-09,12,12,0,1986-09-13,"kobayashi","Japanese",4825119,91039.9811320755,39,89032,22874,22874,1,"1:25.317","1:24.683","1:25.109",2,234.239,25,85317,84683,85109
155,873,2012,15,2012-09-23,12,13,0,1986-09-13,"kobayashi","Japanese",7323285,124123.474576271,52,111690,32560.3333333333,97681,3,"1:49.933","\N","\N",0,163.513,26,109933,0,0
155,874,2012,22,2012-10-07,6,11,0,1986-09-13,"kobayashi","Japanese",5360780,101146.79245283,52,96679,20772.5,41545,2,"1:32.042","1:31.886","1:31.700",15,216.233,26,92042,91886,91700
155,875,2012,35,2012-10-14,6,11,0,1986-09-13,"kobayashi","Japanese",1847332,115458.25,3,107066,23494.5,46989,2,"1:38.719","1:38.594","\N",0,188.799,26,98719,98594,0
155,876,2012,68,2012-10-28,9,11,0,1986-09-13,"kobayashi","Japanese",5557239,92620.65,51,89204,22726,22726,1,"1:27.517","1:27.219","\N",0,206.829,26,87517,87219,0
155,877,2012,24,2012-11-04,13,11,0,1986-09-13,"kobayashi","Japanese",6378743,115977.145454545,55,105423,19529,19529,1,"1:43.582","1:42.606","\N",8,189.658,26,103582,102606,0
155,878,2012,69,2012-11-18,19,11,0,1986-09-13,"kobayashi","Japanese",5767729,104867.8,55,100315,24079,24079,1,"1:38.418","1:38.437","\N",0,197.844,26,98418,98437,0
155,879,2012,18,2012-11-25,16,12,0,1986-09-13,"kobayashi","Japanese",6353906,89491.6338028169,35,78973,28114.3333333333,84343,3,"1:16.400","1:14.380","\N",2,196.426,26,76400,74380,0
155,901,2014,2,2014-03-30,8,18,0,1986-09-13,"kobayashi","Japanese",6097748,110868.145454545,53,107753,26814.5,53629,2,"2:03.595","\N","\N",0,185.19,27,123595,0,0
155,902,2014,3,2014-04-06,15,19,0,1986-09-13,"kobayashi","Japanese",6070643,106502.50877193,17,101246,26876,53752,2,"1:37.085","\N","\N",0,192.434,27,97085,0,0
155,903,2014,17,2014-04-20,7,19,0,1986-09-13,"kobayashi","Japanese",5907710,107412.909090909,48,103323,25002.3333333333,75007,3,"1:59.260","\N","\N",0,189.924,27,119260,0,0
155,904,2014,4,2014-05-11,12,19,0,1986-09-13,"kobayashi","Japanese",3295779,96934.6764705882,25,93064,22789,22789,1,"1:30.375","\N","\N",0,180.069,27,90375,0,0
155,905,2014,6,2014-05-25,12,21,0,1986-09-13,"kobayashi","Japanese",6586283,87817.1066666667,16,82425,25268.5,50537,2,"1:20.133","\N","\N",0,145.878,27,80133,0,0
155,907,2014,70,2014-06-22,12,22,0,1986-09-13,"kobayashi","Japanese",5311645,76980.3623188406,40,75274,22480,22480,1,"1:11.673","\N","\N",0,206.892,27,71673,0,0
155,908,2014,9,2014-07-06,12,22,0,1986-09-13,"kobayashi","Japanese",8876295,177525.9,31,101462,29523.5,59047,2,"1:49.625","\N","\N",0,209.02,27,109625,0,0
155,909,2014,10,2014-07-20,12,22,0,1986-09-13,"kobayashi","Japanese",5649390,86913.6923076923,50,82866,20190.3333333333,60571,3,"1:20.408","\N","\N",0,198.711,27,80408,0,0
155,910,2014,11,2014-07-27,12,22,0,1986-09-13,"kobayashi","Japanese",2627242,109468.416666667,21,92888,34086,34086,1,"1:27.139","\N","\N",0,169.791,27,87139,0,0
155,912,2014,14,2014-09-07,12,22,0,1986-09-13,"kobayashi","Japanese",4819283,92678.5192307692,35,90758,25277,25277,1,"1:27.671","\N","\N",0,229.784,27,87671,0,0
155,914,2014,22,2014-10-05,6,22,0,1986-09-13,"kobayashi","Japanese",6839121,159049.325581395,29,115641,247631,1238155,5,"1:37.015","\N","\N",0,180.776,28,97015,0,0
155,918,2014,24,2014-11-23,13,22,0,1986-09-13,"kobayashi","Japanese",4702416,111962.285714286,38,107431,23423.5,46847,2,"1:44.540","\N","\N",0,186.113,28,104540,0,0
16,841,2011,1,2011-03-27,6,9,0,1983-01-11,"sutil","German",5394794,94645.5087719298,55,91526,24924.5,49849,2,"1:26.245","1:31.407","\N",2,208.583,28,86245,91407,0
16,842,2011,2,2011-04-10,8,11,0,1983-01-11,"sutil","German",5961211,106450.196428571,34,102973,25430,76290,3,"1:37.693","1:37.593","\N",0,193.786,28,97693,97593,0
16,843,2011,17,2011-04-17,7,13,0,1983-01-11,"sutil","German",5818956,105799.2,54,101157,23585,70755,3,"1:36.092","1:35.874","\N",0,193.991,28,96092,95874,0
16,844,2011,5,2011-05-08,12,13,0,1983-01-11,"sutil","German",5420932,95104.0701754386,43,92070,21246.3333333333,63739,3,"1:27.392","1:27.027","\N",0,208.719,28,87392,87027,0
16,845,2011,4,2011-05-22,12,13,0,1983-01-11,"sutil","German",6023337,92666.7230769231,52,88791,21423.3333333333,64270,3,"1:24.648","1:26.571","\N",0,188.735,28,84648,86571,0
16,846,2011,6,2011-05-29,12,12,0,1983-01-11,"sutil","German",7794910,101232.597402597,77,78872,26458,52916,2,"1:16.600","1:16.121","\N",6,152.449,28,76600,76121,0
16,847,2011,7,2011-06-12,17,12,0,1983-01-11,"sutil","German",12863107,262512.387755102,47,90171,23497.25,93989,4,"1:14.931","1:15.287","\N",0,174.109,28,74931,75287,0
16,848,2011,12,2011-06-26,12,12,0,1983-01-11,"sutil","German",5983880,106855,53,103526,20666,61998,3,"1:39.329","1:39.034","\N",2,188.439,28,99329,99034,0
16,849,2011,9,2011-07-10,12,12,0,1983-01-11,"sutil","German",5400908,103863.615384615,40,95301,25684.6666666667,77054,3,"1:34.454","1:32.617","\N",0,219.213,28,94454,92617,0
16,850,2011,20,2011-07-24,12,12,0,1983-01-11,"sutil","German",5936542,98942.3666666667,57,96653,20859,41718,2,"1:32.286","1:31.809","1:32.010",8,191.745,28,92286,91809,92010
16,851,2011,11,2011-07-31,12,12,0,1983-01-11,"sutil","German",6459661,94995.0147058823,66,85579,21447.5,85790,4,"1:22.237","1:22.000","1:21.445",0,184.292,28,82237,82000,81445
16,852,2011,13,2011-08-28,12,12,0,1983-01-11,"sutil","German",5264606,119650.136363636,33,112591,21878,43756,2,"2:06.000","2:07.777","\N",6,223.946,28,126000,127777,0
16,854,2011,15,2011-09-25,12,11,0,1983-01-11,"sutil","German",7147965,119132.75,45,114564,32068,64136,2,"1:47.952","1:47.093","\N",4,159.411,28,107952,107093,0
16,855,2011,22,2011-10-09,6,11,0,1983-01-11,"sutil","German",5507874,103922.150943396,43,98133,21562.3333333333,64687,3,"1:32.761","1:32.463","\N",0,213.029,28,92761,92463,0
16,856,2011,35,2011-10-16,6,11,0,1983-01-11,"sutil","German",5953223,108240.418181818,49,102014,23368,46736,2,"1:38.789","1:38.219","\N",0,198.149,28,98789,98219,0
16,857,2011,68,2011-10-30,9,11,0,1983-01-11,"sutil","German",5470160,92714.5762711864,59,89289,21700.5,43401,2,"1:26.271","1:26.140","\N",2,206.632,28,86271,86140,0
16,858,2011,24,2011-11-13,13,11,0,1983-01-11,"sutil","German",5909008,107436.509090909,53,104709,20485,40970,2,"1:40.595","1:40.205","1:40.768",4,190.952,28,100595,100205,100768
16,859,2011,18,2011-11-27,16,9,0,1983-01-11,"sutil","German",5544235,79203.3571428571,36,77161,21045,63135,3,"1:13.480","1:13.261","1:13.298",8,201.039,28,73480,73261,73298
16,880,2013,1,2013-03-17,6,7,0,1983-01-11,"sutil","German",5468293,94280.9137931034,49,90710,22721,45442,2,"1:47.330","1:38.134","\N",6,210.459,30,107330,98134,0
16,881,2013,2,2013-03-24,8,9,0,1983-01-11,"sutil","German",3072835,113808.703703704,24,102791,63617,127234,2,"1:36.809","1:36.834","1:53.439",0,194.129,30,96809,96834,113439
16,883,2013,3,2013-04-21,12,12,0,1983-01-11,"sutil","German",5837217,102407.315789474,44,97070,23680,71040,3,"1:34.048","1:33.378","1:33.246",0,200.712,30,94048,93378,93246
16,884,2013,4,2013-05-12,12,13,0,1983-01-11,"sutil","German",5968040,91816,38,86564,34213.5,136854,4,"1:22.952","1:22.346","\N",0,193.59,30,82952,82346,0
16,885,2013,6,2013-05-26,12,11,0,1983-01-11,"sutil","German",8293533,106327.346153846,74,78292,25274,25274,1,"1:25.108","1:17.261","1:15.383",10,153.578,30,85108,77261,75383
16,886,2013,7,2013-06-09,18,11,0,1983-01-11,"sutil","German",5564121,80639.4347826087,68,77694,19426,58278,3,"1:24.551","1:28.799","1:27.348",1,202.069,30,84551,88799,87348
16,887,2013,9,2013-06-30,12,11,0,1983-01-11,"sutil","German",5595791,107611.365384615,33,95684,24982.5,49965,2,"1:32.002","1:31.097","1:30.908",6,221.002,30,92002,91097,90908
16,888,2013,20,2013-07-07,12,11,0,1983-01-11,"sutil","German",6132449,102207.483333333,60,95816,20637.6666666667,61913,3,"1:31.320","1:31.010","\N",0,193.42,30,91320,91010,0
16,891,2013,13,2013-08-25,12,11,0,1983-01-11,"sutil","German",5091743,115721.431818182,35,112226,23491,46982,2,"2:02.749","1:49.103","\N",2,224.675,30,122749,109103,0
16,892,2013,14,2013-09-08,12,11,0,1983-01-11,"sutil","German",4675494,89913.3461538462,38,87418,26873,26873,1,"1:25.030","1:24.932","\N",0,238.564,30,85030,84932,0
16,893,2013,15,2013-09-22,12,11,0,1983-01-11,"sutil","German",7237800,118652.459016393,43,109656,30358,91074,3,"1:45.960","1:45.185","\N",1,166.283,30,105960,105185,0
16,894,2013,35,2013-10-06,6,12,0,1983-01-11,"sutil","German",5772893,115457.86,43,104095,35852,143408,4,"1:38.988","1:38.431","\N",0,194.188,30,98988,98431,0
16,895,2013,22,2013-10-13,6,12,0,1983-01-11,"sutil","German",5226344,100506.615384615,29,97367,23643.5,47287,2,"1:32.890","\N","\N",0,214.705,30,92890,0,0
16,896,2013,68,2013-10-27,9,13,0,1983-01-11,"sutil","German",5546921,92448.6833333333,60,88419,23891,23891,1,"1:26.164","1:25.740","\N",2,208.665,30,86164,85740,0
16,897,2013,24,2013-11-03,13,13,0,1983-01-11,"sutil","German",5979363,108715.690909091,48,105609,22048,22048,1,"1:42.051","\N","\N",1,189.324,30,102051,0,0
16,899,2013,18,2013-11-24,16,13,0,1983-01-11,"sutil","German",5562243,79460.6142857143,57,76049,23381,70143,3,"1:26.874","1:28.586","\N",0,203.979,30,86874,88586,0
16,900,2014,1,2014-03-16,6,11,0,1983-01-11,"sutil","German",5586852,99765.2142857143,41,94564,24305,24305,1,"1:33.673","1:45.655","\N",0,204.472,31,93673,105655,0
16,901,2014,2,2014-03-30,8,15,0,1983-01-11,"sutil","German",3565971,111436.59375,27,108040,25745.5,51491,2,"2:02.131","\N","\N",0,184.698,31,122131,0,0
16,902,2014,3,2014-04-06,15,16,0,1983-01-11,"sutil","German",1973340,116078.823529412,9,101791,33020,66040,2,"1:36.840","\N","\N",0,191.403,31,96840,0,0
16,904,2014,4,2014-05-11,12,16,0,1983-01-11,"sutil","German",6138487,94438.2615384615,38,91473,25695.5,51391,2,"1:28.563","\N","\N",0,183.201,31,88563,0,0
16,905,2014,6,2014-05-25,12,18,0,1983-01-11,"sutil","German",2027324,88144.5217391304,23,81761,33207,33207,1,"1:18.745","\N","\N",0,147.062,31,78745,0,0
16,906,2014,7,2014-06-08,18,17,0,1983-01-11,"sutil","German",5969355,86512.3913043478,66,80226,23885.5,47771,2,"1:17.519","1:17.314","\N",0,195.692,31,77519,77314,0
16,907,2014,70,2014-06-22,12,17,0,1983-01-11,"sutil","German",5314751,75925.0142857143,59,73709,22704.5,45409,2,"1:10.825","\N","\N",0,211.284,31,70825,0,0
16,908,2014,9,2014-07-06,12,17,0,1983-01-11,"sutil","German",8844590,173423.333333333,34,100041,29956,29956,1,"1:42.603","\N","\N",0,211.989,31,102603,0,0
16,909,2014,10,2014-07-20,12,17,0,1983-01-11,"sutil","German",4060429,86392.1063829787,41,82529,20031,60093,3,"1:19.142","\N","\N",0,199.522,31,79142,0,0
16,910,2014,11,2014-07-27,12,17,0,1983-01-11,"sutil","German",6853227,97903.2428571429,41,88704,27228,54456,2,"1:26.027","1:25.136","\N",0,177.8,31,86027,85136,0
16,911,2014,13,2014-08-24,12,17,0,1983-01-11,"sutil","German",5159003,117250.068181818,36,112413,23755.3333333333,71266,3,"2:11.051","2:10.238","\N",0,224.301,31,131051,130238,0
16,912,2014,14,2014-09-07,12,17,0,1983-01-11,"sutil","German",4764548,91625.9230769231,46,89375,26864,26864,1,"1:27.034","1:26.588","\N",0,233.34,31,87034,86588,0
16,913,2014,15,2014-09-21,12,17,0,1983-01-11,"sutil","German",4949019,123725.475,10,113948,30102.3333333333,90307,3,"1:48.324","\N","\N",0,160.02,31,108324,0,0
16,914,2014,22,2014-10-05,6,17,0,1983-01-11,"sutil","German",6377524,159438.1,25,115753,302413.5,1209654,4,"1:35.736","1:35.364","\N",0,180.601,31,95736,95364,0
16,915,2014,71,2014-10-12,11,17,0,1983-01-11,"sutil","German",5555037,106827.634615385,42,103822,30733,30733,1,"1:40.766","1:40.984","\N",0,202.777,31,100766,100984,0
16,917,2014,18,2014-11-09,16,18,0,1983-01-11,"sutil","German",5441360,77733.7142857143,42,74834,26206.6666666667,78620,3,"1:11.943","1:12.099","\N",0,207.29,31,71943,72099,0
16,918,2014,24,2014-11-23,13,18,0,1983-01-11,"sutil","German",5972663,110604.87037037,44,107508,22331.6666666667,66995,3,"1:42.746","1:43.074","\N",0,185.98,31,102746,103074,0
17,841,2011,1,2011-03-27,6,5,0,1976-08-27,"webber","Australian",5408430,93248.7931034483,50,89600,24058.6666666667,72176,3,"1:25.900","1:24.658","1:24.395",10,213.066,34,85900,84658,84395
17,842,2011,2,2011-04-10,8,4,0,1976-08-27,"webber","Australian",5886216,105111,46,100571,22198.25,88793,4,"1:37.924","1:36.080","1:35.179",12,198.415,34,97924,96080,95179
17,843,2011,17,2011-04-17,7,4,0,1976-08-27,"webber","Australian",5825781,104031.803571429,42,98993,21888.3333333333,65665,3,"1:36.468","\N","\N",15,198.232,34,96468,0,0
17,844,2011,5,2011-05-08,12,3,0,1976-08-27,"webber","Australian",5426365,93558.0172413793,48,89703,21100.25,84401,4,"1:27.090","1:26.075","1:25.454",18,214.226,34,87090,86075,85454
17,845,2011,4,2011-05-22,12,3,0,1976-08-27,"webber","Australian",5991267,90776.7727272727,52,87187,20305.75,81223,4,"1:23.619","1:21.773","1:20.981",12,192.207,34,83619,81773,80981
17,845,2011,4,2011-05-22,12,3,0,1976-08-27,"webber","Australian",5991267,90776.7727272727,50,87187,20305.75,81223,4,"1:23.619","1:21.773","1:20.981",12,192.207,34,83619,81773,80981
17,846,2011,6,2011-05-29,12,3,0,1976-08-27,"webber","Australian",7801474,100018.897435897,78,76234,32002,64004,2,"1:16.087","1:14.742","1:14.019",12,157.724,34,76087,74742,74019
17,847,2011,7,2011-06-12,17,3,0,1976-08-27,"webber","Australian",14693365,209905.214285714,65,79572,24906,74718,3,"1:14.375","1:13.654","1:13.429",15,197.3,34,74375,73654,73429
17,848,2011,12,2011-06-26,12,3,0,1976-08-27,"webber","Australian",6003424,105323.228070175,39,102534,20383.6666666667,61151,3,"1:39.956","1:38.058","1:37.163",15,190.262,34,99956,98058,97163
17,849,2011,9,2011-07-10,12,2,0,1976-08-27,"webber","Australian",5338143,102656.596153846,38,94503,24416,73248,3,"1:32.670","1:31.673","1:30.399",15,221.686,34,92670,91673,90399
17,850,2011,20,2011-07-24,12,2,0,1976-08-27,"webber","Australian",5860122,97668.7,60,94468,20687.6666666667,62063,3,"1:33.096","1:31.311","1:30.079",15,196.18,34,93096,91311,90079
17,851,2011,11,2011-07-31,12,2,0,1976-08-27,"webber","Australian",6452079,92172.5571428571,61,83718,20672.8,103364,5,"1:22.208","1:20.890","1:20.474",10,188.389,34,82208,80890,80474
17,852,2011,13,2011-08-28,12,2,0,1976-08-27,"webber","Australian",5208634,118378.045454545,33,109883,20981,41962,2,"2:02.827","2:03.302","1:49.376",18,229.465,35,122827,123302,109376
17,854,2011,15,2011-09-25,12,4,0,1976-08-27,"webber","Australian",7176036,117639.93442623,54,110088,30693,92079,3,"1:47.332","1:45.651","1:44.732",15,165.892,35,107332,105651,104732
17,855,2011,22,2011-10-09,6,4,0,1976-08-27,"webber","Australian",5461498,103047.132075472,47,96828,21548,64644,3,"1:33.135","1:31.576","1:31.156",12,215.9,35,93135,91576,91156
17,856,2011,35,2011-10-16,6,4,0,1976-08-27,"webber","Australian",5894471,107172.2,55,100294,20814,41628,2,"1:39.071","1:37.292","1:36.468",15,201.547,35,99071,97292,96468
17,857,2011,68,2011-10-30,9,4,0,1976-08-27,"webber","Australian",5460531,91008.85,59,87520,21316,42632,2,"1:26.473","1:25.282","1:24.508",12,210.808,35,86473,85282,84508
17,858,2011,24,2011-11-13,13,4,0,1976-08-27,"webber","Australian",5867670,106684.909090909,51,102612,21569,64707,3,"1:40.167","1:38.821","1:38.858",12,194.854,35,100167,98821,98858
17,859,2011,18,2011-11-27,16,3,1,1976-08-27,"webber","Australian",5537464,77992.4507042254,71,75324,20842,62526,3,"1:13.467","1:12.658","1:12.099",25,205.942,35,73467,72658,72099
17,860,2012,1,2012-03-18,6,4,0,1976-08-27,"webber","Australian",5654112,97484.6896551724,57,89438,23108.5,46217,2,"1:27.117","1:26.597","1:25.651",12,213.452,35,87117,86597,85651
17,861,2012,2,2012-03-25,8,4,0,1976-08-27,"webber","Australian",9909500,176955.357142857,52,101017,24700.3333333333,74101,3,"1:37.172","1:37.375","1:36.461",12,197.539,35,97172,97375,96461
17,862,2012,17,2012-04-15,7,4,0,1976-08-27,"webber","Australian",5814853,103836.660714286,52,100490,20440.6666666667,61322,3,"1:36.682","1:35.700","1:36.290",12,195.279,35,96682,95700,96290
17,863,2012,3,2012-04-22,12,3,0,1976-08-27,"webber","Australian",5749778,100873.298245614,45,97437,22196.6666666667,66590,3,"1:34.015","1:33.311","1:32.637",12,199.956,35,94015,93311,92637
17,864,2012,4,2012-05-13,12,5,0,1976-08-27,"webber","Australian",5949928,91537.3538461538,44,87857,21704,65112,3,"1:23.592","1:22.977","\N",0,190.741,35,83592,82977,0
17,865,2012,6,2012-05-27,12,3,1,1976-08-27,"webber","Australian",6366557,81622.5256410256,45,78805,25566,25566,1,"1:16.013","1:15.035","1:14.381",25,152.579,35,76013,75035,74381
17,866,2012,7,2012-06-10,18,4,1,1976-08-27,"webber","Australian",5564671,79495.3,62,77131,21226.5,42453,2,"1:14.956","1:14.479","1:14.346",6,203.544,35,74956,74479,74346
17,867,2012,12,2012-06-24,12,2,1,1976-08-27,"webber","Australian",6270277,110004.859649123,40,102717,20234,40468,2,"1:40.395","\N","\N",12,189.923,35,100395,0,0
17,868,2012,9,2012-07-08,12,2,2,1976-08-27,"webber","Australian",5111288,98294,33,94629,25516.5,51033,2,"1:47.276","1:55.898","1:51.793",25,223.393,35,107276,115898,111793
17,869,2012,10,2012-07-22,12,2,2,1976-08-27,"webber","Australian",5512803,82280.6417910448,59,79794,17771.5,35543,2,"1:16.500","1:39.382","1:41.496",4,206.361,35,76500,99382,101496
17,870,2012,11,2012-07-29,12,2,2,1976-08-27,"webber","Australian",6099961,88405.231884058,41,85402,19390.6666666667,58172,3,"1:22.829","1:21.715","\N",4,184.674,35,82829,81715,0
17,871,2012,13,2012-09-02,12,3,2,1976-08-27,"webber","Australian",5379774,122267.590909091,42,113768,20646.5,41293,2,"1:49.859","1:48.546","1:48.392",8,221.629,36,109859,108546,108392
