"competicion","lon","lat","pop_positiva","pop_negativa","pop_neutra","tamano","recuento","año","porc_positiva","porc_negativa","porc_neutra"
"Jeddah Corniche Circuit",39.1044,21.6319,1.4610630407911,-1.24822064056939,0,0.212842400221705,111537,2022,1.70294162475232,1.56957780826094,2.31108062795306
"Silverstone Circuit",-1.01694,52.0786,1.36096501257718,-1.27453416149068,0,0.0864308510864948,423708,2022,0.448282779650136,0.413176055207832,0.608369443107045
